Tank number,Treatment Temperature,Treatment pCO2,Measurement date,Temp [degC],QF,Sal [dimensionless],QF,pH,QF,TA [umol kg-1],QF,Nitrite [uM],QC,Nitrate [uM],QC,Ammonium [uM],QC,Silicate [uM],QC,Phosphate [uM],QC,DIC [umol kg-1],QC,pCO2(sw) [uatm],QC,Omega Cal,QC,Omega Arag,QC,HCO3- [umol kg-1],QC,CO32- [umol kg-1],QC,CO2 [umol kg-1],QC
1.1,380,Amb,14/02/2011,11.33,1,34.18,1,7.975,1,2131,1,0.51,1,19.24,1,9.72,1,9.81,1,0.93,1,2019.2,3,589.6,3,2.13,3,1.36,3,1905.4,3,89,3,24.8,3
2.5,380,Amb,14/02/2011,11.33,1,34.18,1,7.975,1,2131,2,0.3,1,17.92,1,7.69,1,8.25,1,0.22,1,2019.9,3,589.8,3,2.13,3,1.36,3,1906.1,3,89,3,24.8,3
3.3,380,Amb,14/02/2011,11.33,1,34.18,1,7.975,1,2131,2,0.23,1,9.04,1,13.58,1,5.42,1,0.93,1,2019.3,3,589.6,3,2.13,3,1.36,3,1905.5,3,89,3,24.8,3
4.2,380,Amb,14/02/2011,11.33,1,34.18,1,7.975,1,2131,2,0.22,1,7.31,1,11.25,1,5.56,1,0.62,1,2019.6,3,589.7,3,2.13,3,1.36,3,1905.8,3,89,3,24.8,3
1.1,380,Amb,21/02/2011,11.48,1,34.13,1,7.975,1,2131,2,1.84,1,22.83,1,21.2,1,7.78,1,1.6,1,2018.1,3,590.5,3,2.14,3,1.36,3,1904.2,3,89.2,3,24.7,3
1.1,380,Amb,28/02/2011,10.58,1,34.23,1,8.095,1,2131,2,5.72,1,28.35,1,25.62,1,6.58,1,2.05,1,1977.9,3,429.8,3,2.66,3,1.69,3,1848.4,3,111,3,18.5,3
1.1,380,Amb,07/03/2011,10.88,1,34.33,1,7.993,1,2131,2,16.76,1,39.79,1,23.9,1,6.94,1,2.41,1,2012.9,3,559.8,3,2.18,3,1.39,3,1897.7,3,91.3,3,23.9,3
2.5,380,Amb,07/03/2011,10.88,1,34.33,1,7.993,1,2131,2,2.24,1,25.06,1,20.74,1,6.66,1,1.03,1,2014.3,3,560.2,3,2.18,3,1.39,3,1899.1,3,91.3,3,23.9,3
3.3,380,Amb,07/03/2011,10.88,1,34.33,1,7.993,1,2131,2,9.86,1,34.02,1,40.09,1,4.72,1,3.37,1,2012,3,559.5,3,2.18,3,1.39,3,1896.9,3,91.2,3,23.9,3
4.2,380,Amb,07/03/2011,10.88,1,34.33,1,7.993,1,2131,2,6.25,1,21.16,1,42.6,1,5.97,1,1.96,1,2013.4,3,559.9,3,2.18,3,1.39,3,1898.2,3,91.3,3,23.9,3
1.1,380,Amb,14/03/2011,10.18,1,34.33,1,7.965,1,2131,2,37.37,1,56.06,1,8.04,1,6.74,1,2.68,1,2025.3,3,597.4,3,2.02,3,1.28,3,1915,3,84.3,3,26,3
1.1,380,Amb,21/03/2011,10.05,1,34.38,1,7.758,1,2131,2,37.41,1,69.1,1,2.73,1,8.58,1,3.45,1,2088.1,3,998.1,3,1.3,3,0.82,3,1990.2,3,54.2,3,43.7,3
1.1,380,Amb,30/03/2011,10.43,1,34.5,1,8.125,1,2131,2,17.63,1,106.48,1,3.84,1,5.66,1,3.5,1,1963.9,3,395.4,3,2.82,3,1.79,3,1828.8,3,117.9,3,17.2,3
1.1,380,Amb,04/04/2011,9.7,1,34.4,1,8.125,1,2131,2,3.71,1,96.62,1,1.53,1,3.53,1,2.96,1,1968.9,3,393.9,3,2.75,3,1.75,3,1836.4,3,115.1,3,17.4,3
2.5,380,Amb,04/04/2011,9.7,1,34.4,1,8.125,1,2131,2,17.42,1,46.19,1,32.22,1,2.61,1,0.51,1,1971.4,3,394.3,3,2.76,3,1.75,3,1838.7,3,115.3,3,17.4,3
3.3,380,Amb,04/04/2011,9.7,1,34.4,1,8.125,1,2131,2,49.35,1,60.64,1,1.02,1,1.55,1,2.12,1,1969.8,3,394,3,2.75,3,1.75,3,1837.2,3,115.2,3,17.4,3
4.2,380,Amb,04/04/2011,9.7,1,34.4,1,8.125,1,2131,2,34.31,1,33.65,1,2.58,1,1.18,1,0.94,1,1971,3,394.3,3,2.75,3,1.75,3,1838.3,3,115.2,3,17.5,3
1.1,380,Amb,11/04/2011,9.43,1,34.65,1,8.123,1,2131,2,0.61,1,138.64,1,1.23,1,2.22,1,3.94,1,1968.9,3,393.8,3,2.73,3,1.73,3,1837,3,114.3,3,17.6,3
1.1,380,Amb,19/04/2011,9.58,1,34.5,1,8.013,1,2131,2,0.79,1,147.55,1,1.51,1,0.84,1,4.09,1,2009.5,3,524.7,3,2.19,3,1.39,3,1894.6,3,91.6,3,23.3,3
1.1,380,Amb,04/05/2011,10.33,1,34.73,1,7.945,1,2131,2,0.27,1,117.72,1,1.19,1,2.45,1,2.93,1,2029.3,3,626.7,3,1.96,3,1.24,3,1920.2,3,82,3,27.1,3
1.1,380,Amb,10/05/2011,9.98,1,35.08,1,7.833,1,2131,2,0.17,1,121.37,1,1.16,1,0.71,1,2.72,1,2064.8,3,824.2,3,1.54,3,0.98,3,1964.1,3,64.6,3,36.1,3
2.5,380,Amb,10/05/2011,9.98,1,35.08,1,7.833,1,2131,2,29.51,1,66.12,1,1.32,1,0.62,1,0.26,1,2067.3,3,825.1,3,1.54,3,0.98,3,1966.5,3,64.7,3,36.1,3
3.3,380,Amb,10/05/2011,9.98,1,35.08,1,7.833,1,2131,2,0.55,1,91.76,1,2.16,1,1.75,1,2.3,1,2065.2,3,824.3,3,1.54,3,0.98,3,1964.5,3,64.7,3,36,3
4.2,380,Amb,10/05/2011,9.98,1,35.08,1,7.833,1,2131,2,0.37,1,85.53,1,1.32,1,0.94,1,1.02,1,2066.5,3,824.8,3,1.54,3,0.98,3,1965.7,3,64.7,3,36.1,3
1.1,380,Amb,16/05/2011,10.45,1,35,1,7.803,1,2131,2,0.33,1,118.35,1,2.14,1,1.11,1,2.62,1,2072.4,3,892.4,3,1.46,3,0.93,3,1972.5,3,61.5,3,38.4,3
1.1,380,Amb,23/05/2011,10.3,1,35.15,1,7.858,1,2131,2,0.84,1,100.41,1,4.07,1,1.48,1,2.53,1,2055.9,3,776.4,3,1.64,3,1.05,3,1953.3,3,69,3,33.6,3
1.1,380,Amb,01/06/2011,10.05,1,35.25,1,7.865,1,2131,2,0.17,1,110.62,1,2.26,1,0.97,1,2.67,1,2054.2,3,760.5,3,1.66,3,1.05,3,1951.4,3,69.7,3,33.1,3
1.1,380,Amb,06/06/2011,12.25,1,35.3,1,7.88,1,2131,2,0.1,1,77.04,1,1.35,1,2.07,1,1.71,1,2041.4,3,747.5,3,1.84,3,1.17,3,1933.8,3,77.2,3,30.4,3
2.5,380,Amb,06/06/2011,12.25,1,35.3,1,7.88,1,2131,2,1.79,1,102.62,1,2.12,1,1.54,1,0.82,1,2042.3,3,747.8,3,1.84,3,1.17,3,1934.7,3,77.3,3,30.3,3
3.3,380,Amb,06/06/2011,12.25,1,35.3,1,7.88,1,2131,2,0.13,1,94.24,1,1.35,1,1.6,1,2.11,1,2041,3,747.3,3,1.84,3,1.17,3,1933.4,3,77.2,3,30.4,3
4.2,380,Amb,06/06/2011,12.25,1,35.3,1,7.88,1,2131,2,0.16,1,71.84,1,3.22,1,2.45,1,1.35,1,2041.7,3,747.6,3,1.84,3,1.17,3,1934.1,3,77.2,3,30.4,3
1.1,380,Amb,15/06/2011,12.18,1,35.3,1,7.88,1,2131,2,0.1,1,92.77,1,0.95,1,1.03,1,2.16,1,2041.2,3,746.8,3,1.83,3,1.17,3,1933.8,3,77,3,30.4,3
2.1,380,Amb,20/06/2011,11.68,1,35.25,1,7.98,1,2131,2,0.3,1,110.83,1,1.3,1,0.9,1,0.96,1,2011,3,577.7,3,2.22,3,1.41,3,1893.9,3,93.2,3,23.9,3
2.1,380,Amb,27/06/2011,11.53,1,35.28,1,8.095,1,2131,2,0.15,1,109.49,1,1.24,1,0.91,1,1.2,1,1968.1,3,428.2,3,2.78,3,1.78,3,1833.2,3,117.1,3,17.8,3
2.1,380,Amb,04/07/2011,11.95,1,35.4,1,8.12,1,2131,2,0.12,1,84.51,1,0.96,1,0.89,1,0.97,1,1955,3,401.7,3,2.97,3,1.9,3,1813.7,3,124.9,3,16.4,3
2.5,380,Amb,04/07/2011,11.95,1,35.4,1,8.12,1,2382.1,1,0.23,1,61.74,1,1.03,1,1.06,1,0.74,1,2193.1,3,450.6,3,3.33,3,2.13,3,2034.6,3,140.1,3,18.4,3
3.3,380,Amb,04/07/2011,11.95,1,35.4,1,8.12,1,2318.4,1,0.09,1,63.28,1,1.01,1,0.81,1,1.12,1,2132.4,3,438.1,3,3.24,3,2.07,3,1978.2,3,136.2,3,18,3
3.4,380,Amb,04/07/2011,11.95,1,35.4,1,8.12,1,2318.4,2,0.07,1,41.62,1,1.27,1,1.5,1,1.09,1,2132.4,3,438.1,3,3.24,3,2.07,3,1978.3,3,136.2,3,17.9,3
2.1,380,Amb,11/07/2011,14.23,1,34.95,1,8.103,1,2318.4,2,0.12,1,88.41,1,1.23,1,2.07,1,1.53,1,2128.8,3,467.9,3,3.32,3,2.13,3,1971.5,3,139.4,3,17.9,3
2.1,380,Amb,09/08/2011,14.23,1,34.95,1,8.103,1,2318.4,2,0.13,1,113.21,1,1.45,1,0.62,1,0.92,1,2129.4,3,468.1,3,3.32,3,2.13,3,1972.1,3,139.4,3,17.9,3
2.5,380,Amb,09/08/2011,14.23,1,34.95,1,8.103,1,2318.4,2,0.14,1,124.91,1,1.09,1,0.82,1,0.92,1,2129.4,3,468.1,3,3.32,3,2.13,3,1972.1,3,139.4,3,17.9,3
3.3,380,Amb,09/08/2011,14.23,1,34.95,1,8.103,1,2318.4,2,0.15,1,64.53,1,1.92,1,0.6,1,0.86,1,2129.5,3,468.1,3,3.32,3,2.13,3,1972.1,3,139.4,3,18,3
3.4,380,Amb,09/08/2011,14.23,1,34.95,1,8.103,1,2318.4,2,0.15,1,112.4,1,1.84,1,0.97,1,1.31,1,2129,3,468,3,3.32,3,2.13,3,1971.7,3,139.4,3,17.9,3
2.1,380,Amb,07/09/2011,14.23,1,34.95,1,8.103,1,2415,1,0.21,1,108.43,1,1.46,1,0.78,1,0.73,1,2221,3,488.2,3,3.47,3,2.22,3,2056.9,3,145.4,3,18.7,3
2.5,380,Amb,07/09/2011,14.23,1,34.95,1,8.103,1,2415,2,0.13,1,88.95,1,1.09,1,0.64,1,0.57,1,2221.2,3,488.2,3,3.47,3,2.22,3,2057.1,3,145.4,3,18.7,3
3.3,380,Amb,07/09/2011,14.23,1,34.95,1,8.103,1,2415,2,0.22,1,61.03,1,2.5,1,0.58,1,0.4,1,2221.3,3,488.3,3,3.47,3,2.22,3,2057.2,3,145.5,3,18.6,3
3.4,380,Amb,07/09/2011,14.23,1,34.95,1,8.103,1,2415,2,0.11,1,52.55,1,1.12,1,0.65,1,0.47,1,2221.3,3,488.3,3,3.47,3,2.22,3,2057.1,3,145.5,3,18.7,3
2.1,380,Amb,10/10/2011,15.95,1,35.05,1,8.065,1,2181.3,1,0.18,1,51.78,1,0.31,1,1.03,1,1.11,1,2005.6,3,491.4,3,3.05,3,1.96,3,1859.8,3,128,3,17.8,3
2.5,380,Amb,10/10/2011,15.95,1,35.05,1,8.065,1,2087.7,1,0.15,1,118.99,1,1.93,1,1.39,1,1.29,1,1916.7,3,469.6,3,2.92,3,1.88,3,1777.3,3,122.3,3,17.1,3
3.3,380,Amb,10/10/2011,15.95,1,35.05,1,8.065,1,2087.7,2,0.13,1,53.43,1,1.54,1,0.85,1,0.66,1,1917.3,3,469.8,3,2.92,3,1.88,3,1777.9,3,122.4,3,17,3
3.4,380,Amb,10/10/2011,15.95,1,35.05,1,8.065,1,2087.7,2,0.12,1,41.26,1,1.62,1,1.16,1,0.66,1,1917.3,3,469.8,3,2.92,3,1.88,3,1777.9,3,122.4,3,17,3
2.1,380,Amb,20/10/2011,15.95,1,35.05,1,8.065,1,2087.7,2,0.2,1,40.41,1,0.39,1,1.48,1,1.03,1,1916.9,3,469.7,3,2.92,3,1.88,3,1777.6,3,122.3,3,17,3
2.1,380,Amb,25/10/2011,15.95,1,35.05,1,8.065,1,2154.8,1,0.14,1,41.69,1,0.04,1,0.85,1,1.02,1,1980.6,3,485.3,3,3.01,3,1.94,3,1836.6,3,126.4,3,17.6,3
2.1,380,Amb,31/10/2011,16.05,1,34.83,1,8.018,1,2208.1,1,0.15,1,41.36,1,0.18,1,1.1,1,1.07,1,2051.4,3,564.7,3,2.81,3,1.81,3,1913.1,3,117.8,3,20.5,3
2.1,380,Amb,07/11/2011,15.25,1,34.95,1,8.063,1,2226.3,1,0.17,1,43.58,1,0.33,1,0.93,1,1.02,1,2053.7,3,502.5,3,3.04,3,1.95,3,1907.7,3,127.3,3,18.7,3
2.5,380,Amb,07/11/2011,15.25,1,34.95,1,8.063,1,2171,1,0.24,1,104.76,1,2.25,1,0.76,1,0.86,1,2001.3,3,489.7,3,2.96,3,1.9,3,1859.1,3,124.1,3,18.1,3
3.3,380,Amb,07/11/2011,15.25,1,34.95,1,8.063,1,2176.9,1,0.14,1,45.9,1,1.42,1,0.94,1,0.68,1,2007.1,3,491.1,3,2.97,3,1.91,3,1864.4,3,124.4,3,18.3,3
3.4,380,Amb,07/11/2011,15.25,1,34.95,1,8.063,1,2316.7,1,0.19,1,36.01,1,0.7,1,0.94,1,0.55,1,2140,3,523.7,3,3.16,3,2.03,3,1987.9,3,132.7,3,19.4,3
2.1,380,Amb,21/11/2011,14.68,1,35.03,1,8.035,1,2211.8,1,0.17,1,39,1,0.15,1,0.67,1,0.77,1,2054.4,3,534.6,3,2.81,3,1.8,3,1916.4,3,117.9,3,20.1,3
2.1,380,Amb,12/12/2011,12.9,1,35.03,1,8.015,1,2305.5,1,0.2,1,35.16,1,0.15,1,1.29,1,1,1,2161.2,3,579.4,3,2.67,3,1.71,3,2026,3,112.1,3,23.1,3
2.5,380,Amb,12/12/2011,12.9,1,35.03,1,8.015,1,2305.5,2,0.12,1,88.03,1,1.23,1,0.99,1,0.78,1,2161.4,3,579.5,3,2.67,3,1.71,3,2026.3,3,112.1,3,23,3
3.3,380,Amb,12/12/2011,12.9,1,35.03,1,8.015,1,2305.5,2,0.21,1,43.65,1,1.46,1,2.65,1,0.89,1,2161.2,3,579.4,3,2.67,3,1.71,3,2026.1,3,112.1,3,23,3
3.4,380,Amb,12/12/2011,12.9,1,35.03,1,8.015,1,2305.5,2,0.26,1,30.58,1,0.33,1,1.72,1,0.33,1,2161.8,3,579.6,3,2.67,3,1.71,3,2026.7,3,112.1,3,23,3
2.1,380,Amb,19/12/2011,13.15,1,34.95,1,8.018,1,2203.2,1,0.22,1,31.85,1,0.29,1,1.55,1,0.86,1,2061,3,550.3,3,2.58,3,1.65,3,1931,3,108.2,3,21.8,3
2.1,380,Amb,09/01/2012,12.18,1,34.88,1,8.105,1,2238.4,1,0.12,1,33,1,0.3,1,4.04,1,1.95,1,2063.9,3,442.6,3,3.02,3,1.93,3,1919,3,126.9,3,18,3
2.5,380,Amb,09/01/2012,12.18,1,34.88,1,8.105,1,2246.7,1,0.12,1,83.64,1,0.19,1,0.46,1,0.33,1,2073.5,3,444.7,3,3.04,3,1.94,3,1928,3,127.4,3,18.1,3
3.3,380,Amb,09/01/2012,12.18,1,34.88,1,8.105,1,2151.6,1,0.23,1,58.91,1,1.35,1,3.67,1,2,1,1981.4,3,425,3,2.9,3,1.85,3,1842.3,3,121.8,3,17.3,3
3.4,380,Amb,09/01/2012,12.18,1,34.88,1,8.105,1,2197.6,1,0.28,1,52.03,1,1.81,1,1.16,1,0.61,1,2026.6,3,434.6,3,2.97,3,1.9,3,1884.3,3,124.6,3,17.7,3
2.1,380,Amb,18/01/2012,10.65,1,34.9,1,8.023,1,2234.9,1,0.06,1,35.07,1,0.02,1,0.99,1,0.85,1,2102.4,3,540.5,3,2.45,3,1.56,3,1976.6,3,102.7,3,23.1,3
2.1,380,Amb,24/01/2012,11.73,1,34.83,1,8.078,1,2215.4,1,0.19,1,37.74,1,0.54,1,0.8,1,0.9,1,2057.1,3,469,3,2.8,3,1.78,3,1920.4,3,117.3,3,19.4,3
2.1,380,Amb,02/02/2012,10.6,1,34.88,1,8.073,1,2232.9,1,0.19,1,33.84,1,0.48,1,0.48,1,0.78,1,2081.7,3,474.6,3,2.7,3,1.72,3,1948.1,3,113.3,3,20.3,3
2.1,380,Amb,07/02/2012,10.73,1,34.78,1,8.073,1,2231.4,1,0.11,1,33.08,1,0.02,1,0.49,1,0.61,1,2080.3,3,475.3,3,2.7,3,1.72,3,1946.6,3,113.4,3,20.3,3
2.5,380,Amb,07/02/2012,10.68,1,34.83,1,8.083,1,2250.4,1,0.05,1,26.32,1,0.04,1,0.51,1,0.09,1,2095,3,466.8,3,2.78,3,1.77,3,1958.3,3,116.7,3,20,3
3.3,380,Amb,07/02/2012,10.68,1,34.83,1,8.083,1,2194.6,1,0.08,1,36.11,1,0.11,1,1.22,1,0.58,1,2041.1,3,454.8,3,2.71,3,1.73,3,1908,3,113.7,3,19.4,3
3.4,380,Amb,07/02/2012,10.68,1,34.83,1,8.083,1,2211.9,1,0.09,1,28.58,1,0.16,1,0.63,1,0.12,1,2058.2,3,458.6,3,2.73,3,1.74,3,1923.9,3,114.6,3,19.7,3
2.1,380,Amb,17/02/2012,8.3,1,34.35,1,8.008,1,2217.4,1,0.16,1,37.41,1,0.24,1,0.47,1,0.76,1,2104.9,3,549.2,3,2.16,3,1.37,3,1988.9,3,90.5,3,25.5,3
2.1,380,Amb,24/02/2012,7.6,1,34.53,1,7.98,1,2185.7,1,0.05,1,29.91,1,0.03,1,1.34,1,0.5,1,2086.3,3,576.3,3,1.97,3,1.25,3,1976.3,3,82.6,3,27.4,3
2.1,380,Amb,02/03/2012,9.55,1,34.73,1,8.053,1,2211.8,1,0.16,1,28.29,1,0.52,1,0.63,1,0.36,1,2075.8,3,491.6,3,2.48,3,1.58,3,1950,3,103.9,3,21.9,3
2.1,380,Amb,06/03/2012,9.78,1,34.8,1,8.058,1,2178.1,1,0.15,1,28.97,1,0.23,1,0.57,1,0.36,1,2040,3,478.3,3,2.49,3,1.58,3,1914.6,3,104.3,3,21.1,3
2.5,380,Amb,06/03/2012,9.78,1,34.8,1,8.058,1,2254.6,1,0.16,1,15.36,1,0.29,1,2.4,1,0.31,1,2113.5,3,495.5,3,2.58,3,1.64,3,1983.6,3,108,3,21.9,3
3.3,380,Amb,06/03/2012,10.45,1,34.85,1,8.033,1,2186.5,1,0.11,1,14.08,1,0.5,1,0.65,1,0.16,1,2054,3,514.7,3,2.43,3,1.54,3,1930,3,101.7,3,22.3,3
3.4,380,Amb,06/03/2012,10.45,1,34.85,1,8.033,1,2254,1,0.07,1,7.08,1,0.31,1,0.46,1,0.06,1,2119.1,3,531,3,2.5,3,1.59,3,1991.2,3,105,3,22.9,3
2.1,380,Amb,16/03/2012,10.45,1,34.68,1,8.053,1,2259.5,1,0.17,1,30.38,1,0.37,1,0.38,1,0.29,1,2117.4,3,506.5,3,2.6,3,1.66,3,1986.4,3,109.1,3,21.9,3
2.1,380,Amb,23/03/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.13,1,28.63,1,0.29,1,1.2,1,0.25,1,2117.4,3,506.5,3,2.6,3,1.66,3,1986.4,3,109.1,3,21.9,3
2.1,380,Amb,28/03/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.11,1,27.17,1,0.08,1,0.44,1,0.19,1,2117.5,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.9,3
2.1,380,Amb,02/04/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.1,1,26.68,1,0.06,1,0.63,1,0.25,1,2117.4,3,506.5,3,2.6,3,1.66,3,1986.4,3,109.1,3,21.9,3
2.1,380,Amb,12/04/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.08,1,26.54,1,0.09,1,0.42,1,0.12,1,2117.5,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.9,3
2.5,380,Amb,12/04/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.09,1,3.84,1,0.13,1,0.36,1,0.16,1,2117.5,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.9,3
3.3,380,Amb,12/04/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.09,1,6.14,1,0.27,1,0.42,1,0.12,1,2117.5,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.9,3
3.4,380,Amb,12/04/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.1,1,1.34,1,0.27,1,0.32,1,0.12,1,2117.5,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.9,3
2.1,380,Amb,16/04/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.1,1,27.5,1,0.13,1,0.57,1,0.31,1,2117.3,3,506.5,3,2.6,3,1.66,3,1986.4,3,109.1,3,21.8,3
2.1,380,Amb,24/04/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.17,1,28.32,1,0.29,1,0.33,1,0.2,1,2117.4,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.8,3
3.3,380,Amb,03/05/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.08,1,0.49,1,0.96,1,0.38,1,0.13,1,2117.5,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.9,3
3.4,380,Amb,03/05/2012,10.45,1,34.68,1,8.053,1,2259.5,2,0.08,1,0.11,1,0.27,1,0.39,1,0.09,1,2117.6,3,506.5,3,2.6,3,1.66,3,1986.6,3,109.1,3,21.9,3
3.4,380,Amb,28/05/2012,10.45,1,34.68,1,8.053,1,2259.5,1,0.15,1,1.82,1,0.17,1,0.6,1,0.13,1,2117.5,3,506.5,3,2.6,3,1.66,3,1986.5,3,109.1,3,21.9,3
1.2,750,Amb,14/02/2011,11.53,1,34.35,1,7.848,1,2097.9,2,0.33,1,18.84,1,9.24,1,8.89,1,0.83,1,2026.3,3,799,3,1.62,3,1.03,3,1925,3,67.9,3,33.4,3
2.3,750,Amb,14/02/2011,11.53,1,34.35,1,7.848,1,2097.9,2,0.26,1,14.54,1,9.29,1,7.23,1,0.24,1,2026.9,3,799.2,3,1.62,3,1.03,3,1925.6,3,67.9,3,33.4,3
3.5,750,Amb,14/02/2011,11.53,1,34.35,1,7.848,1,2097.9,2,0.13,1,8,1,9.15,1,4.85,1,0.81,1,2026.3,3,799,3,1.62,3,1.03,3,1925.1,3,67.9,3,33.3,3
4.1,750,Amb,14/02/2011,11.53,1,34.35,1,7.848,1,2097.9,2,0.2,1,8.24,1,11.91,1,5.37,1,0.42,1,2026.7,3,799.2,3,1.62,3,1.03,3,1925.5,3,67.9,3,33.3,3
1.2,750,Amb,21/02/2011,11.4,1,34.35,1,7.848,1,2097.9,2,1.39,1,23.55,1,21.73,1,7.23,1,1.97,1,2025.6,3,797.6,3,1.62,3,1.03,3,1924.6,3,67.6,3,33.4,3
2.3,750,Amb,21/02/2011,11.4,1,34.35,1,7.848,1,2097.9,2,1.03,1,18.59,1,17.96,1,6.06,1,0.73,1,2026.9,3,798.1,3,1.62,3,1.03,3,1925.8,3,67.6,3,33.5,3
1.2,750,Amb,28/02/2011,10.7,1,34.4,1,7.96,1,2097.9,2,2.3,1,19.34,1,24.75,1,4.76,1,2.14,1,1992.7,3,597.9,3,2,3,1.27,3,1883.5,3,83.6,3,25.6,3
2.3,750,Amb,28/02/2011,10.7,1,34.4,1,7.96,1,2097.9,2,3.6,1,26.35,1,23.13,1,5.59,1,0.76,1,1994.1,3,598.3,3,2,3,1.27,3,1884.8,3,83.7,3,25.6,3
1.2,750,Amb,07/03/2011,10.78,1,34.35,1,7.845,1,2097.9,2,7.17,1,34.62,1,34.55,1,7.24,1,3.57,1,2027.3,3,798.3,3,1.57,3,1,3,1927.4,3,65.8,3,34.1,3
2.3,750,Amb,07/03/2011,10.78,1,34.35,1,7.845,1,2097.9,2,11.89,1,39.1,1,22.36,1,4.4,1,0.9,1,2030,3,799.3,3,1.57,3,1,3,1930,3,65.8,3,34.2,3
3.5,750,Amb,07/03/2011,10.78,1,34.35,1,7.845,1,2097.9,2,1.45,1,12.4,1,31.23,1,4.11,1,0.89,1,2030,3,799.3,3,1.57,3,1,3,1930,3,65.8,3,34.2,3
4.1,750,Amb,07/03/2011,10.78,1,34.35,1,7.845,1,2097.9,2,5.76,1,23.73,1,38.1,1,6.05,1,1.51,1,2029.4,3,799.1,3,1.57,3,1,3,1929.4,3,65.8,3,34.2,3
1.2,750,Amb,14/03/2011,9.8,1,34.48,1,7.858,1,2097.9,2,9.44,1,32.91,1,32.86,1,5.34,1,3.17,1,2027.1,3,765.1,3,1.57,3,1,3,1927.6,3,65.7,3,33.8,3
2.3,750,Amb,14/03/2011,9.8,1,34.48,1,7.858,1,2097.9,2,33.01,1,61.79,1,6.55,1,2.7,1,0.86,1,2029.4,3,765.9,3,1.57,3,1,3,1929.8,3,65.8,3,33.8,3
1.2,750,Amb,21/03/2011,10.23,1,34.5,1,7.845,1,2097.9,2,26.61,1,53.37,1,26.13,1,5.2,1,3.94,1,2028.5,3,792.9,3,1.55,3,0.98,3,1929.1,3,64.8,3,34.6,3
2.3,750,Amb,21/03/2011,10.23,1,34.5,1,7.845,1,2097.9,2,42.12,1,80.78,1,1.49,1,1.12,1,0.89,1,2031.6,3,794.1,3,1.55,3,0.99,3,1932.1,3,64.9,3,34.6,3
1.2,750,Amb,30/03/2011,11.05,1,34.75,1,8.028,1,2097.9,2,45.64,1,66.59,1,3.02,1,2.17,1,3.69,1,1964.5,3,501.8,3,2.34,3,1.49,3,1845.4,3,97.9,3,21.2,3
2.3,750,Amb,30/03/2011,11.05,1,34.75,1,8.028,1,2097.9,2,30.48,1,91.1,1,1.63,1,1.61,1,0.93,1,1967.3,3,502.5,3,2.34,3,1.49,3,1848,3,98.1,3,21.2,3
1.2,750,Amb,04/04/2011,10.18,1,34.63,1,8.028,1,2097.9,2,42.8,1,79.48,1,1.66,1,0.68,1,4.1,1,1968.9,3,498.8,3,2.27,3,1.44,3,1852.2,3,95,3,21.7,3
2.3,750,Amb,04/04/2011,10.18,1,34.63,1,8.028,1,2097.9,2,21.26,1,103.63,1,1.14,1,0.77,1,1.29,1,1971.7,3,499.5,3,2.27,3,1.44,3,1854.8,3,95.1,3,21.8,3
3.5,750,Amb,04/04/2011,10.18,1,34.63,1,8.028,1,2097.9,2,31.53,1,31.34,1,32.5,1,3.38,1,0.72,1,1972.2,3,499.6,3,2.27,3,1.44,3,1855.3,3,95.2,3,21.7,3
4.1,750,Amb,04/04/2011,10.18,1,34.63,1,8.028,1,2097.9,2,31.85,1,53.84,1,1.94,1,1.96,1,1.03,1,1972,3,499.5,3,2.27,3,1.44,3,1855,3,95.2,3,21.8,3
1.2,750,Amb,11/04/2011,9.43,1,34.78,1,8.048,1,2097.9,2,27.94,1,101.71,1,2.26,1,0.66,1,4.2,1,1964.5,3,470.1,3,2.31,3,1.47,3,1846.5,3,97,3,21,3
2.3,750,Amb,11/04/2011,9.43,1,34.78,1,8.048,1,2097.9,2,6.52,1,117.35,1,1.22,1,0.52,1,1.24,1,1967.5,3,470.8,3,2.32,3,1.47,3,1849.3,3,97.1,3,21.1,3
1.2,750,Amb,19/04/2011,9.38,1,34.5,1,8.028,1,2097.9,2,10.59,1,125.35,1,1.58,1,0.46,1,4.7,1,1972.6,3,495.9,3,2.21,3,1.4,3,1858.1,3,92.3,3,22.2,3
